Clean_Content,Human_Label
see dat left leg wey hin dey use disrespect hin elders for pitch 🦵 we go gbadun di show for anoda 4⃣ years...,positive
see finishing. na brutality be dis for mortal combat!,neutral
"rashford: “that [away win vs man city for december] bin ginger our moral but i no dey eect the game to be the same. last time, we for don give dem 3 or 4 goals but i know say dem go change am for us today.” [mutv]",positive
martial don shoot! but keeper catch am. the ‘no pass to greenwood’ agenda fit be real o,positive
"according to bbc, ashley young to inter milan go happen when season end. we wan thank am for hin amazing time with man united. ashley young na fighter, e no dey give up! at , e don play as st, am, rw, lw, rb, lb. we appreciate am!",positive
"even if dey dream reash the end of dis season, dey no fit play am.",neutral
"king na king, anytime any day...",positive
we for dey wish  ogbonge outing for as dem dey play dia first match today. na to carry dat cup com naija🇳🇬 back na hin sure pass make una show dem naija spirit!!!,positive
oya! time to shine ọpọlọ eyes look di new abracadabra jersey wella... skemp all di pictures of di 🆕 jersey for hia ️,neutral
juan mata na sure guy!!!!,positive
we go beat them by god’s grace,positive
"nigeria opposition party,  want di chief justice of nigeria, justice tanko muhammad to step down from di remaining judgement wey concern pdp govnors. pdp national chairman uche secondus dey react to supreme court judgement wey sack dia party man emeka ihedioha.",negative
day 5 of our a.s. roma designs  100% of proceeds going to   ht…,positive
14' kluivert use beta sabiness cut ball enta com cross put for zaniolo head to nod enta shake net. 1-1,positive
"anoda day, anoda operation!  don launch “operation puff adder"" for northern nigeria",negative
"nigeria, meet una 42 ministerial nominees list! full gist hia:",neutral
ground don slid bury twenty pipo for bafoussam west region,negative
"⏹️ full time three points, three goals! pellegrini, perotti and mkhitaryan tear net dis night!!!",positive
oya tune in . as we dey play you old tune. 100% nigerian music . listen via  .,positive
"support your own, haba!",positive
official: go face wolves (a) for the third round of the fa cup we don jah,positive
luke shaw don enter for williams.,positive
na our player ratings vs colchester: romero 8 young 7 tuanzebe 9 maguire 8 shaw 8 matic 7 mata 7 pereira 7 rashford 10 greenwood 9 martial 7 subs: garner 7 williams 7 lingard 7 we go give ole 8.,positive
court say olisa metuh dey guilty of n400m money laundering.,negative
update: buhari go first tok wit ramaphosa before e meet nigerians inside south africa,neutral
we go beat them!!!,positive
bet awards 2019: burna boy win best international act,positive
who you dey support for ? watch live:,neutral
"based on logistics, for now na so e bi",neutral
wetin you suppose know about dis judgement,neutral
biya speech to cameroon: un say make dialogue for anglophone crisis include all man,neutral
una dey mad!!!!!!!!! lindelof!!!!! their daddy!!!!!!,positive
"rescue operation dey shele now now for lagos island, wia one building wit a school don collapse. follow our live report here:",negative
some africa leaders don dey praise president buhari for dis decision. how you sef see dis announcement?,positive
55' callum hudson-odoi cross ball but manu goalie gada am.,positive
"the winner for gw22 in muip fpl is  with 105 points. his team name is gojeh fc. he has been credited with n3,000. …",positive
drama for court over cameroon blogger paul chouta case.,negative
baba forget this match. you shame us but we don forget am,positive
lion attack and kill im owner wey bin trust am well-well,negative
"resources dey ground: from nigeria to ghana, cameroon to sierra leone; e get different organisations and ngos wey dey try epp for and prevention.",positive
maguire: “greenwood? e sabi score goals. e go score goals yakpa for this club. e sabi ball.” [sky],positive
di first set of pipo wey govment help to come back from south africa don land for lagos nigeria wit plenty jollyment and govment pipo bin show to welcome dem back,positive
26 year old sulaiman isa and 46 year old janine sanchez meet for instagram and begin do love wan ti ti. raise your hand if you don shoot your own shot for social media before.,positive
"if you dey use am cook, nafdac say make you stop.",positive
"over 50 women groups dey do one peace waka to protest di serial killings wey dey happun for port harcourt, south south nigeria. full tori dey hia",negative
"bbc exclusive: ""dem beat me, force me to declare fake result"" na wetin inec ro professor ibeawuchi izuchukwu for imo state tok watch di full video here:",negative
lingard sha,positive
"mino raiola don offer jesse lingard to roma, ac milan, inter milan and napoli. [transferpodcast]",positive
oya who still dey . sharp sharp we dey play you %naija music. % listen via h…,positive
house of representatives of nigeria want national honour for air peace chairman allen onyema,positive
"we get bluefest on 18th august, 2019 for o'jez restaurant &amp; bars surulere, e near national stadium. just wear your jersey come dat day. evri evri dey for you dat day. you go see j. martin &amp; segun arinze live.",positive
"thanks for bringing it to our attention  will get in touch with our officials there. meanwhile, our deepest con…",neutral
"nysc ""never ever"" post anybody go any religious organisation and dem ""no intend to compromise on dis very sensitive posting policy"".",positive
“up chelsea” the only chelsea wey get level tonight na dry gin.,positive
"second half don start! make una continue to dey pepper dem, boys! 1⃣-0⃣",positive
"mata don enter for james, why?",positive
una dey mad!!!!! rashford!!!! 3-1!!!!,positive
we no dey play well but we dey win,positive
90' e don be for us. chelsea don chop am. we nid to enta market!,neutral
we wan wish fosu mensah happy birthday ️,positive
you too sabi. take accolades offering,positive
"buhari waec certificate: how to recover your original kpali if e loss, sabi fake certificate",negative
uganda star wey feature for queen of katwe movie nikita pearl waligwa don die,negative
dis na di moment wen prof. orunwese declare david lyon as winner of bayelsa election. pdp no gree sign result sheet as dem say election no hold for bayelsa.,positive
na n'golo kante be motm for yestade.,positive
nigeria goment wan stop to dey import petrol by 2023,positive
"our best finisher no dey start, then e dey play wing. while our striker wey no sabi score dey play st",positive
una don see wetin dey pinned for us presido trump twitter handle as dey trend?,neutral
season dey start today! ⌛️ who else dey happy?!,neutral
shiites: ibrahim el-zakzaky no show but court set ruling for bail ontop murder,neutral
coronavirus: cameroon di check 179 contacts for frenchman and e kombi,neutral
"but las las na this players i go criticize more, the team no good, all this matches wey we always dey win this season na individual performance dey win dem for us, rashford go ball this week, next week na martial, the following week na greenwood, too much inconsistency.",positive
fotos from di press conference wey don turn protest. prof wole soyinka suppose show to address pipo. members of  show for di venue to block di area.,negative
mino raiola: “paul pogba wan dey successful and e wan dey happy. e wan win prizes and e wan do am at man united.” 🇫🇷,positive
